home_lat,home_lon,work_lat,work_lon
38.82572535,-77.01193256,38.92390345,-77.07980804
38.82572535,-77.01193256,38.92444798,-76.96461733
38.82572535,-77.01193256,38.92486859,-76.99087275
38.82572535,-77.01193256,38.92754524,-77.03456233
38.82572535,-77.01193256,38.9277347,-76.98369817
38.82572535,-77.01193256,38.92801313,-77.05026843
38.82572535,-77.01193256,38.93006184,-77.03004651
38.82572535,-77.01193256,38.93015966,-77.05856177
38.82572535,-77.01193256,38.93080972,-77.03462047
38.82572535,-77.01193256,38.93100522,-76.99133987
38.82572535,-77.01193256,38.931117,-77.02552977
38.82572535,-77.01193256,38.93373104,-77.03125977
38.82572535,-77.01193256,38.93467316,-77.01049834
38.82572535,-77.01193256,38.93625016,-77.05470005
38.82572535,-77.01193256,38.93703188,-77.02699651
38.82572535,-77.01193256,38.93758417,-76.99265752
38.82572535,-77.01193256,38.93772659,-77.0219204
38.82572535,-77.01193256,38.93809269,-77.00138814
38.82572535,-77.01193256,38.93840019,-77.06943685
38.82572535,-77.01193256,38.93848882,-77.09331826
38.82572535,-77.01193256,38.938492,-77.08215144
38.82572535,-77.01193256,38.93963486,-77.07829574
38.82572535,-77.01193256,38.94025071,-77.02729689
38.82572535,-77.01193256,38.94145238,-77.10386152
38.82572535,-77.01193256,38.9419686,-77.02245854
38.82572535,-77.01193256,38.94354289,-76.99391516
38.82572535,-77.01193256,38.94372863,-77.07003837
38.82572535,-77.01193256,38.945163,-77.06020383
38.82572535,-77.01193256,38.94706996,-77.07174265
38.82572535,-77.01193256,38.94926391,-76.9981692
38.82572535,-77.01193256,38.95119374,-77.08447865
38.82572535,-77.01193256,38.95151306,-77.07108802
38.82572535,-77.01193256,38.953466,-77.09278189
38.82572535,-77.01193256,38.95493589,-77.01478434
38.82572535,-77.01193256,38.95866356,-77.00377998
38.82572535,-77.01193256,38.9589056,-77.02443437
38.82572535,-77.01193256,38.95933179,-77.08133247
38.82572535,-77.01193256,38.96282848,-77.07706425
38.82572535,-77.01193256,38.96331627,-77.06851953
38.82572535,-77.01193256,38.96393943,-77.00691037
38.82572535,-77.01193256,38.96746234,-77.07245946
38.82572535,-77.01193256,38.98059882,-77.02917435
38.82572535,-77.01193256,38.98445234,-77.04263469
38.82572535,-77.01193256,38.98670216,-77.0321483
38.82626132,-77.00047489,38.8096324,-77.02283643
38.82626132,-77.00047489,38.82572535,-77.01193256
38.82626132,-77.00047489,38.82626132,-77.00047489
38.82626132,-77.00047489,38.82641682,-76.99597908
38.82626132,-77.00047489,38.83996392,-77.00067029
38.82626132,-77.00047489,38.84042391,-76.9833259
38.82626132,-77.00047489,38.84241783,-77.02307164
38.82626132,-77.00047489,38.85157227,-76.99759371
38.82626132,-77.00047489,38.85524974,-76.96668369
38.82626132,-77.00047489,38.85919458,-76.97222365
38.82626132,-77.00047489,38.86499612,-76.99692675
38.82626132,-77.00047489,38.86527694,-76.98731555
38.82626132,-77.00047489,38.86678745,-77.0110482
38.82626132,-77.00047489,38.87186307,-76.98231638
38.82626132,-77.00047489,38.87316374,-76.94390024
38.82626132,-77.00047489,38.87417369,-76.99976302
38.82626132,-77.00047489,38.87527139,-76.95407769
38.82626132,-77.00047489,38.87553209,-76.98564186
38.82626132,-77.00047489,38.87581296,-77.01963934
38.82626132,-77.00047489,38.87786225,-77.03437325
38.82626132,-77.00047489,38.87813611,-76.93075829
38.82626132,-77.00047489,38.87934972,-77.0121947
38.82626132,-77.00047489,38.88023959,-76.98728308
38.82626132,-77.00047489,38.88136087,-76.99886936
38.82626132,-77.00047489,38.88205036,-76.9858834
38.82626132,-77.00047489,38.88207032,-77.02451512
38.82626132,-77.00047489,38.88297987,-77.0033724
38.82626132,-77.00047489,38.88344117,-77.01972757
38.82626132,-77.00047489,38.88353148,-76.9379037
38.82626132,-77.00047489,38.88362626,-77.01377968
38.82626132,-77.00047489,38.88439618,-76.988553
38.82626132,-77.00047489,38.88572762,-77.00098029
38.82626132,-77.00047489,38.8874763,-76.99880141
38.82626132,-77.00047489,38.89133134,-76.97967915
38.82626132,-77.00047489,38.89302513,-76.92491272
38.82626132,-77.00047489,38.89605239,-76.98694455
38.82626132,-77.00047489,38.89612766,-76.99667972
38.82626132,-77.00047489,38.89625783,-77.0146534
38.82626132,-77.00047489,38.89627629,-77.04292119
38.82626132,-77.00047489,38.89743112,-77.02045237
38.82626132,-77.00047489,38.89755634,-76.94484528
38.82626132,-77.00047489,38.89799732,-76.93258123
38.82626132,-77.00047489,38.89801164,-77.02717393
38.82626132,-77.00047489,38.89874923,-77.05467122
38.82626132,-77.00047489,38.89964623,-77.0618145
38.82626132,-77.00047489,38.90045743,-77.01456899
38.82626132,-77.00047489,38.90065602,-76.97852368
38.82626132,-77.00047489,38.90069992,-77.04713527
38.82626132,-77.00047489,38.9010211,-77.05171998
38.82626132,-77.00047489,38.90119687,-76.93658875
38.82626132,-77.00047489,38.90217222,-77.02994423
38.82626132,-77.00047489,38.90253233,-77.0425942
38.82626132,-77.00047489,38.9033784,-77.0041467
38.82626132,-77.00047489,38.90385076,-76.9793838
38.82626132,-77.00047489,38.90385206,-77.03468821
38.82626132,-77.00047489,38.9041102,-77.07111089
38.82626132,-77.00047489,38.90492176,-77.04897729
38.82626132,-77.00047489,38.9051569,-77.02442185
38.82626132,-77.00047489,38.90587351,-77.02044541
38.82626132,-77.00047489,38.90643619,-77.05232668
38.82626132,-77.00047489,38.90645843,-77.06592563
38.82626132,-77.00047489,38.90720628,-77.04183726
38.82626132,-77.00047489,38.90843889,-77.04771991
38.82626132,-77.00047489,38.90879375,-77.03328163
38.82626132,-77.00047489,38.9091533,-77.01064917
38.82626132,-77.00047489,38.90931566,-77.07455457
38.82626132,-77.00047489,38.91045564,-77.03551276
38.82626132,-77.00047489,38.91053861,-77.02451482
38.82626132,-77.00047489,38.91053945,-76.99087517
38.82626132,-77.00047489,38.91150838,-77.04595279
38.82626132,-77.00047489,38.91161652,-76.96380558
38.82626132,-77.00047489,38.91169876,-77.03078512
38.82626132,-77.00047489,38.91207602,-77.01922267
38.82626132,-77.00047489,38.91266636,-77.00635363
38.82626132,-77.00047489,38.91454576,-77.04372464
38.82626132,-77.00047489,38.91552654,-77.0269825
38.82626132,-77.00047489,38.9165433,-77.0374758
38.82626132,-77.00047489,38.91748831,-76.99035048
38.82626132,-77.00047489,38.91811139,-77.03422762
38.82626132,-77.00047489,38.91877681,-77.02814588
38.82626132,-77.00047489,38.91929976,-77.01350976
38.82626132,-77.00047489,38.92133926,-77.01773285
38.82626132,-77.00047489,38.92166117,-77.03981267
38.82626132,-77.00047489,38.92209241,-77.06361718
38.82626132,-77.00047489,38.92264653,-76.9977218
38.82626132,-77.00047489,38.92393542,-76.98178061
38.82626132,-77.00047489,38.92444607,-76.99970628
38.82626132,-77.00047489,38.92444798,-76.96461733
38.82626132,-77.00047489,38.92486859,-76.99087275
38.82626132,-77.00047489,38.92702832,-76.96066267
38.82626132,-77.00047489,38.92801313,-77.05026843
38.82626132,-77.00047489,38.92930484,-76.99951564
38.82626132,-77.00047489,38.93015966,-77.05856177
38.82626132,-77.00047489,38.93080972,-77.03462047
38.82626132,-77.00047489,38.931117,-77.02552977
38.82626132,-77.00047489,38.93363754,-77.06177171
38.82626132,-77.00047489,38.93373104,-77.03125977
38.82626132,-77.00047489,38.93391182,-77.02779078
38.82626132,-77.00047489,38.93467316,-77.01049834
38.82626132,-77.00047489,38.93703188,-77.02699651
38.82626132,-77.00047489,38.93809269,-77.00138814
38.82626132,-77.00047489,38.93848882,-77.09331826
38.82626132,-77.00047489,38.93963486,-77.07829574
38.82626132,-77.00047489,38.94354289,-76.99391516
38.82626132,-77.00047489,38.94372863,-77.07003837
38.82626132,-77.00047489,38.945163,-77.06020383
38.82626132,-77.00047489,38.94706996,-77.07174265
38.82626132,-77.00047489,38.95119374,-77.08447865
38.82626132,-77.00047489,38.9532535,-77.01783995
38.82626132,-77.00047489,38.95493589,-77.01478434
38.82626132,-77.00047489,38.95627562,-77.02605595
38.82626132,-77.00047489,38.95739565,-77.08688934
38.82626132,-77.00047489,38.95871731,-77.01396764
38.82626132,-77.00047489,38.95933179,-77.08133247
38.82626132,-77.00047489,38.96282848,-77.07706425
38.82626132,-77.00047489,38.96331627,-77.06851953
38.82626132,-77.00047489,38.96860273,-77.02366887
38.82626132,-77.00047489,38.97105024,-77.01351589
38.82626132,-77.00047489,38.97134426,-77.05850637
38.82626132,-77.00047489,38.97386962,-77.05062815
38.82626132,-77.00047489,38.97420739,-77.02985423
38.82626132,-77.00047489,38.98059882,-77.02917435
38.82641682,-76.99597908,38.8096324,-77.02283643
38.82641682,-76.99597908,38.82572535,-77.01193256
38.82641682,-76.99597908,38.82626132,-77.00047489
38.82641682,-76.99597908,38.82641682,-76.99597908
38.82641682,-76.99597908,38.82797649,-77.0066917
38.82641682,-76.99597908,38.83317015,-77.01192444
38.82641682,-76.99597908,38.83404996,-76.99655193
38.82641682,-76.99597908,38.83910769,-76.99690024
38.82641682,-76.99597908,38.84042391,-76.9833259
38.82641682,-76.99597908,38.84241783,-77.02307164
38.82641682,-76.99597908,38.85157227,-76.99759371
38.82641682,-76.99597908,38.85524974,-76.96668369
38.82641682,-76.99597908,38.85919458,-76.97222365
38.82641682,-76.99597908,38.85936131,-76.96323218
38.82641682,-76.99597908,38.86418231,-76.96174845
38.82641682,-76.99597908,38.86499612,-76.99692675
38.82641682,-76.99597908,38.86527694,-76.98731555
38.82641682,-76.99597908,38.86678745,-77.0110482
38.82641682,-76.99597908,38.86698454,-76.98131728
38.82641682,-76.99597908,38.8705573,-76.97280455
38.82641682,-76.99597908,38.87186307,-76.98231638
38.82641682,-76.99597908,38.87307613,-76.97441584
38.82641682,-76.99597908,38.87316374,-76.94390024
38.82641682,-76.99597908,38.87417369,-76.99976302
38.82641682,-76.99597908,38.87471454,-77.0156375
38.82641682,-76.99597908,38.87553209,-76.98564186
38.82641682,-76.99597908,38.87786225,-77.03437325
38.82641682,-76.99597908,38.87813611,-76.93075829
38.82641682,-76.99597908,38.87935377,-77.00423232
38.82641682,-76.99597908,38.88023959,-76.98728308
38.82641682,-76.99597908,38.88129386,-76.99389976
38.82641682,-76.99597908,38.88136087,-76.99886936
38.82641682,-76.99597908,38.88207032,-77.02451512
38.82641682,-76.99597908,38.88297987,-77.0033724
38.82641682,-76.99597908,38.88344117,-77.01972757
38.82641682,-76.99597908,38.88362626,-77.01377968
38.82641682,-76.99597908,38.88439618,-76.988553
38.82641682,-76.99597908,38.88572762,-77.00098029
38.82641682,-76.99597908,38.88723589,-76.9932631
38.82641682,-76.99597908,38.8874763,-76.99880141
38.82641682,-76.99597908,38.8875746,-76.97151957
38.82641682,-76.99597908,38.89128932,-76.99678103
38.82641682,-76.99597908,38.89279738,-76.91401929
38.82641682,-76.99597908,38.89302513,-76.92491272
38.82641682,-76.99597908,38.89526734,-76.92957873
38.82641682,-76.99597908,38.89612766,-76.99667972
38.82641682,-76.99597908,38.89625783,-77.0146534
38.82641682,-76.99597908,38.89627629,-77.04292119
38.82641682,-76.99597908,38.89743112,-77.02045237
38.82641682,-76.99597908,38.89755634,-76.94484528
38.82641682,-76.99597908,38.89758645,-77.04837157
38.82641682,-76.99597908,38.89799732,-76.93258123
38.82641682,-76.99597908,38.89801164,-77.02717393
38.82641682,-76.99597908,38.89874923,-77.05467122
38.82641682,-76.99597908,38.89964623,-77.0618145
38.82641682,-76.99597908,38.90045743,-77.01456899
38.82641682,-76.99597908,38.90065602,-76.97852368
38.82641682,-76.99597908,38.90069992,-77.04713527
38.82641682,-76.99597908,38.90196493,-76.99670152
38.82641682,-76.99597908,38.90217222,-77.02994423
38.82641682,-76.99597908,38.90253233,-77.0425942
38.82641682,-76.99597908,38.9033784,-77.0041467
38.82641682,-76.99597908,38.90385206,-77.03468821
38.82641682,-76.99597908,38.90408092,-77.010617
38.82641682,-76.99597908,38.9041102,-77.07111089
38.82641682,-76.99597908,38.90452631,-77.01519888
38.82641682,-76.99597908,38.90492176,-77.04897729
38.82641682,-76.99597908,38.9051569,-77.02442185
38.82641682,-76.99597908,38.90643619,-77.05232668
38.82641682,-76.99597908,38.90645843,-77.06592563
38.82641682,-76.99597908,38.90720628,-77.04183726
38.82641682,-76.99597908,38.90830019,-77.05419866
38.82641682,-76.99597908,38.90843889,-77.04771991
38.82641682,-76.99597908,38.90852283,-77.04542707
38.82641682,-76.99597908,38.90879375,-77.03328163
38.82641682,-76.99597908,38.90931566,-77.07455457
38.82641682,-76.99597908,38.91012147,-76.94455254
38.82641682,-76.99597908,38.91045564,-77.03551276
38.82641682,-76.99597908,38.91053861,-77.02451482
38.82641682,-76.99597908,38.91053945,-76.99087517
38.82641682,-76.99597908,38.91150838,-77.04595279
38.82641682,-76.99597908,38.91161652,-76.96380558
38.82641682,-76.99597908,38.91169876,-77.03078512
38.82641682,-76.99597908,38.91194732,-77.00240612
38.82641682,-76.99597908,38.91207602,-77.01922267
38.82641682,-76.99597908,38.91454576,-77.04372464
38.82641682,-76.99597908,38.91548151,-77.0341528
38.82641682,-76.99597908,38.91552654,-77.0269825
38.82641682,-76.99597908,38.91662461,-77.04494504
38.82641682,-76.99597908,38.91706039,-77.0712757
38.82641682,-76.99597908,38.91748831,-76.99035048
38.82641682,-76.99597908,38.91811139,-77.03422762
38.82641682,-76.99597908,38.91817788,-77.00010166
38.82641682,-76.99597908,38.91877681,-77.02814588
38.82641682,-76.99597908,38.92133926,-77.01773285
38.82641682,-76.99597908,38.92166117,-77.03981267
38.82641682,-76.99597908,38.92209241,-77.06361718
