,latitude,longitude,name,unique,detail,category,type
2883,38.876581,-77.019666,M ST SW + 6TH ST SW,1000511,A42,bus,bus
2883,38.876581,-77.019666,M ST SW + 6TH ST SW,1000511,A42v1,bus,bus
2883,38.876581,-77.019666,M ST SW + 6TH ST SW,1000511,A46,bus,bus
2883,38.876581,-77.019666,M ST SW + 6TH ST SW,1000511,A46v1,bus,bus
2883,38.876581,-77.019666,M ST SW + 6TH ST SW,1000511,A48,bus,bus
2883,38.876581,-77.019666,M ST SW + 6TH ST SW,1000511,A48v1,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,A42,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,A42v1,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,A46,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,A46v1,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,A48,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,A48v1,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,P6,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,V1,bus,bus
2884,38.876595,-77.000407,M ST SE + 4TH ST SE,1000512,V4,bus,bus
2885,38.876584,-77.01593,M ST NE + 3RD ST NE,1000513,A42,bus,bus
2885,38.876584,-77.01593,M ST NE + 3RD ST NE,1000513,A42v1,bus,bus
2885,38.876584,-77.01593,M ST NE + 3RD ST NE,1000513,A46,bus,bus
2885,38.876584,-77.01593,M ST NE + 3RD ST NE,1000513,A46v1,bus,bus
2885,38.876584,-77.01593,M ST NE + 3RD ST NE,1000513,A48,bus,bus
2885,38.876584,-77.01593,M ST NE + 3RD ST NE,1000513,A48v1,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,90,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,92,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,92c,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,A42,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,A42v1,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,A46,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,A46v1,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,A48,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,A48v1,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,A9,bus,bus
2886,38.876615,-76.994764,M ST SE + 8TH ST SE,1000514,P6,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,A42,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,A42v1,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,A46,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,A46v1,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,A48,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,A48v1,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,P6,bus,bus
2887,38.876596,-77.01244,M ST SW + 1ST ST SW,1000516,V1,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,A42,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,A42v1,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,A46,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,A46v1,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,A48,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,A48v1,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,P6,bus,bus
2888,38.876582,-77.013558,M ST SW + DELAWARE AVE SW,1000517,V1,bus,bus
2889,38.876688,-77.296632,JERMANTOWN RD + PALMER ST,5001351,2B,bus,bus
2889,38.876688,-77.296632,JERMANTOWN RD + PALMER ST,5001351,2Bc,bus,bus
2889,38.876688,-77.296632,JERMANTOWN RD + PALMER ST,5001351,2Bv1,bus,bus
2890,38.876565,-77.296092,BLAKE LN + WINDWOOD FARMS DR,5001352,2B,bus,bus
2890,38.876565,-77.296092,BLAKE LN + WINDWOOD FARMS DR,5001352,2Bv1,bus,bus
2890,38.876565,-77.296092,BLAKE LN + WINDWOOD FARMS DR,5001352,2Bv2,bus,bus
2890,38.876565,-77.296092,BLAKE LN + WINDWOOD FARMS DR,5001352,2Bv3,bus,bus
2891,38.876736,-77.1623,E BROAD ST + BUXTON RD,6000442,28A,bus,bus
2891,38.876736,-77.1623,E BROAD ST + BUXTON RD,6000442,28Av2,bus,bus
2892,38.876655,-77.195632,LEE HWY + BISVEY DR,5001353,2A,bus,bus
2893,38.87683,-76.931102,BENNING RD SE + HILLSIDE RD SE,1000518,W4,bus,bus
2893,38.87683,-76.931102,BENNING RD SE + HILLSIDE RD SE,1000518,W4v1,bus,bus
2894,38.876801,-77.295186,BLAKE LN + GRAY ST,5001354,2B,bus,bus
2894,38.876801,-77.295186,BLAKE LN + GRAY ST,5001354,2Bc,bus,bus
2894,38.876801,-77.295186,BLAKE LN + GRAY ST,5001354,2Bv1,bus,bus
2895,38.876711,-76.931274,BENNING RD SE + HILLSIDE RD SE,1000519,W4,bus,bus
2895,38.876711,-76.931274,BENNING RD SE + HILLSIDE RD SE,1000519,W4c,bus,bus
2896,38.876868,-77.195577,LEE HWY + BISVEY DR,5001355,2A,bus,bus
2897,38.876925,-77.112665,N CARLIN SPRINGS RD + N THOMAS ST,6000444,25B,bus,bus
2897,38.876925,-77.112665,N CARLIN SPRINGS RD + N THOMAS ST,6000444,25Bv1,bus,bus
2897,38.876925,-77.112665,N CARLIN SPRINGS RD + N THOMAS ST,6000444,25Bv2,bus,bus
2898,38.876914,-77.126481,WILSON BLVD + N HARRISON ST,6000445,1A,bus,bus
2898,38.876914,-77.126481,WILSON BLVD + N HARRISON ST,6000445,1B,bus,bus
2898,38.876914,-77.126481,WILSON BLVD + N HARRISON ST,6000445,1E,bus,bus
2899,38.876911,-77.098535,N PERSHING DR + N KENMORE ST,6000446,4B,bus,bus
2899,38.876911,-77.098535,N PERSHING DR + N KENMORE ST,6000446,4Bv1,bus,bus
2900,38.876975,-77.125666,WILSON BLVD + N GREENBRIER ST,6000447,1A,bus,bus
2900,38.876975,-77.125666,WILSON BLVD + N GREENBRIER ST,6000447,1B,bus,bus
2900,38.876975,-77.125666,WILSON BLVD + N GREENBRIER ST,6000447,1E,bus,bus
2901,38.876934,-77.162931,E BROAD ST + BERRY ST,6000448,28A,bus,bus
2902,38.877034,-77.193872,LEE HWY + LITTLE FALLS PL,5001356,2A,bus,bus
2903,38.877198,-77.194053,LEE HWY + KALMIA LEE CT,5001357,2A,bus,bus
2904,38.876863,-76.991439,11TH ST SE + M ST SE,1000521,V1,bus,bus
2904,38.876863,-76.991439,11TH ST SE + M ST SE,1000521,V4,bus,bus
2904,38.876863,-76.991439,11TH ST SE + M ST SE,1000521,V5,bus,bus
2905,38.87723,-76.963049,MINNESOTA AVE SE + LYNDALE PL SE,1000523,A31,bus,bus
2905,38.87723,-76.963049,MINNESOTA AVE SE + LYNDALE PL SE,1000523,V1,bus,bus
2905,38.87723,-76.963049,MINNESOTA AVE SE + LYNDALE PL SE,1000523,V2,bus,bus
2905,38.87723,-76.963049,MINNESOTA AVE SE + LYNDALE PL SE,1000523,V4,bus,bus
2906,38.877246,-77.12517,WILSON BLVD + N GREENBRIER ST,6000449,1A,bus,bus
2906,38.877246,-77.12517,WILSON BLVD + N GREENBRIER ST,6000449,1B,bus,bus
2906,38.877246,-77.12517,WILSON BLVD + N GREENBRIER ST,6000449,1E,bus,bus
2907,38.877297,-77.02134,MAINE AVE SW + 7TH ST,1000524,A42,bus,bus
2907,38.877297,-77.02134,MAINE AVE SW + 7TH ST,1000524,A42v1,bus,bus
2907,38.877297,-77.02134,MAINE AVE SW + 7TH ST,1000524,A46,bus,bus
2907,38.877297,-77.02134,MAINE AVE SW + 7TH ST,1000524,A48,bus,bus
2908,38.877454,-77.015303,3RD ST SW + L ST SW,1000525,P6,bus,bus
2908,38.877454,-77.015303,3RD ST SW + L ST SW,1000525,V1,bus,bus
2909,38.877307,-77.17371,ANNANDALE RD + SCIPIO ST,5001359,3A,bus,bus
2909,38.877307,-77.17371,ANNANDALE RD + SCIPIO ST,5001359,3Av1,bus,bus
2910,38.87741,-77.305673,CHAIN BRIDGE RD + JERMANTOWN RD,5001360,15M,bus,bus
2911,38.877443,-77.097696,N PERSHING DR + N JACKSON ST,6000451,4B,bus,bus
2912,38.8775,-77.145309,N MCKINLEY RD + 9TH RD N,6000452,1E,bus,bus
2913,38.877375,-77.192194,LEE HWY + GRAHAM RD,5001361,2A,bus,bus
2914,38.877496,-76.962843,MINNESOTA AVE SE + 31ST ST SE,1000526,V1,bus,bus
2914,38.877496,-76.962843,MINNESOTA AVE SE + 31ST ST SE,1000526,V2,bus,bus
2914,38.877496,-76.962843,MINNESOTA AVE SE + 31ST ST SE,1000526,V4,bus,bus
2915,38.877548,-77.123301,WILSON BLVD + N EMERSON ST,6000454,1A,bus,bus
2915,38.877548,-77.123301,WILSON BLVD + N EMERSON ST,6000454,1B,bus,bus
2915,38.877548,-77.123301,WILSON BLVD + N EMERSON ST,6000454,1E,bus,bus
2916,38.877587,-77.173301,ANNANDALE RD + SCIPIO ST,5001362,3A,bus,bus
2916,38.877587,-77.173301,ANNANDALE RD + SCIPIO ST,5001362,3Av1,bus,bus
2917,38.877657,-77.305166,CHAIN BRIDGE RD + JERMANTOWN RD,5001363,15M,bus,bus
2918,38.877638,-77.13937,N LIVINGSTON ST + 10TH RD N,6000455,1E,bus,bus
2919,38.87771,-77.191755,LEE HWY + WOODLEY PL,5001365,2A,bus,bus
2920,38.8777,-77.123551,WILSON BLVD + N FREDERICK ST,6000456,1A,bus,bus
2920,38.8777,-77.123551,WILSON BLVD + N FREDERICK ST,6000456,1B,bus,bus
2920,38.8777,-77.123551,WILSON BLVD + N FREDERICK ST,6000456,1E,bus,bus
2921,38.877766,-77.14559,N MCKINLEY RD + 9TH RD N,6000457,1E,bus,bus
2922,38.877758,-77.164285,E BROAD ST + TOLLGATE WAY,6000458,28A,bus,bus
2923,38.877915,-77.139479,10TH RD N + N LIVINGSTON ST,6000459,1E,bus,bus
2924,38.878063,-77.121155,WILSON BLVD + N GEORGE MASON DR,6000460,1A,bus,bus
2924,38.878063,-77.121155,WILSON BLVD + N GEORGE MASON DR,6000460,1B,bus,bus
2924,38.878063,-77.121155,WILSON BLVD + N GEORGE MASON DR,6000460,1E,bus,bus
2925,38.878045,-77.164439,E BROAD ST + NOLAND ST,6000461,28A,bus,bus
2925,38.878045,-77.164439,E BROAD ST + NOLAND ST,6000461,28Av2,bus,bus
2926,38.878312,-76.88058,SHADY GLEN DR + BEECHNUT RD,3000903,V12,bus,bus
2927,38.87811,-76.919708,LARCHMONT AVE + EMO ST,3000904,F14,bus,bus
2927,38.87811,-76.919708,LARCHMONT AVE + EMO ST,3000904,F14v1,bus,bus
2927,38.87811,-76.919708,LARCHMONT AVE + EMO ST,3000904,J11,bus,bus
2927,38.87811,-76.919708,LARCHMONT AVE + EMO ST,3000904,J12,bus,bus
2928,38.87811,-77.095964,N PERSHING DR + N IRVING ST,6000462,4B,bus,bus
2928,38.87811,-77.095964,N PERSHING DR + N IRVING ST,6000462,4Bv1,bus,bus
2929,38.878139,-76.816968,MT LUBENTIA WAY + FALCON DR,3000905,C22,bus,bus
2929,38.878139,-76.816968,MT LUBENTIA WAY + FALCON DR,3000905,C22v1,bus,bus
2929,38.878139,-76.816968,MT LUBENTIA WAY + FALCON DR,3000905,C29c,bus,bus
2929,38.878139,-76.816968,MT LUBENTIA WAY + FALCON DR,3000905,C29v4,bus,bus
2930,38.878278,-77.121245,WILSON BLVD + N GEORGE MASON DR,6000463,1A,bus,bus
2930,38.878278,-77.121245,WILSON BLVD + N GEORGE MASON DR,6000463,1B,bus,bus
2930,38.878278,-77.121245,WILSON BLVD + N GEORGE MASON DR,6000463,1E,bus,bus
2931,38.878267,-77.019785,6TH ST SW + K ST SW,1000529,74,bus,bus
2932,38.878276,-77.015112,3RD ST SW + K ST SW,1000530,P6,bus,bus
2932,38.878276,-77.015112,3RD ST SW + K ST SW,1000530,V1,bus,bus
2933,38.878301,-76.816879,MT LUBENTIA WAY + FALCON DR,3000907,C22,bus,bus
2933,38.878301,-76.816879,MT LUBENTIA WAY + FALCON DR,3000907,C22v1,bus,bus
2933,38.878301,-76.816879,MT LUBENTIA WAY + FALCON DR,3000907,C29v1,bus,bus
2933,38.878301,-76.816879,MT LUBENTIA WAY + FALCON DR,3000907,C29v2,bus,bus
2933,38.878301,-76.816879,MT LUBENTIA WAY + FALCON DR,3000907,C29v4,bus,bus
2934,38.878395,-77.276637,COUNTRY CREEK RD + SHAWN LEIGH DR,5004672,15M,bus,bus
2935,38.878408,-77.022227,MAINE AVE SW + 7TH ST SW,1000531,A42,bus,bus
2935,38.878408,-77.022227,MAINE AVE SW + 7TH ST SW,1000531,A42v1,bus,bus
2935,38.878408,-77.022227,MAINE AVE SW + 7TH ST SW,1000531,A46,bus,bus
2935,38.878408,-77.022227,MAINE AVE SW + 7TH ST SW,1000531,A46v1,bus,bus
2935,38.878408,-77.022227,MAINE AVE SW + 7TH ST SW,1000531,A48,bus,bus
2935,38.878408,-77.022227,MAINE AVE SW + 7TH ST SW,1000531,A48v1,bus,bus
2936,38.87834,-76.961205,MINNESOTA AVE SE + RANDLE CIR SE,1000532,A31,bus,bus
2936,38.87834,-76.961205,MINNESOTA AVE SE + RANDLE CIR SE,1000532,V1,bus,bus
2936,38.87834,-76.961205,MINNESOTA AVE SE + RANDLE CIR SE,1000532,V2,bus,bus
2936,38.87834,-76.961205,MINNESOTA AVE SE + RANDLE CIR SE,1000532,V4,bus,bus
2937,38.8784,-77.095734,N PERSHING DR + N IRVING ST,6000464,4B,bus,bus
2938,38.878385,-77.279026,COUNTRY CREEK RD + SUTTON OAKS LN,5004670,15M,bus,bus
2939,38.878355,-76.990377,K ST SE + 12TH ST SE,1000533,V1,bus,bus
2939,38.878355,-76.990377,K ST SE + 12TH ST SE,1000533,V4,bus,bus
2940,38.878406,-76.931572,BENNING RD SE + H ST SE,1000534,W4,bus,bus
2940,38.878406,-76.931572,BENNING RD SE + H ST SE,1000534,W4c,bus,bus
2941,38.878475,-77.188266,LEE HWY + ROSEMARY LN,5001370,2A,bus,bus
2942,38.878533,-76.828142,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000908,C22,bus,bus
2942,38.878533,-76.828142,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000908,C22v1,bus,bus
2942,38.878533,-76.828142,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000908,C29c,bus,bus
2942,38.878533,-76.828142,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000908,C29v1,bus,bus
2942,38.878533,-76.828142,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000908,C29v2,bus,bus
2942,38.878533,-76.828142,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000908,C29v4,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,10B,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,10Bc,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,22A,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,22B,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,22Bv1,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,22C,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,23A,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,23B,bus,bus
2943,38.879069,-77.109304,N RANDOLPH ST + WILSON BLVD,6000466,23T,bus,bus
2944,38.878552,-76.812236,MT LUBENTIA WAY + BLY CT,3000909,C22,bus,bus
2944,38.878552,-76.812236,MT LUBENTIA WAY + BLY CT,3000909,C22v1,bus,bus
2944,38.878552,-76.812236,MT LUBENTIA WAY + BLY CT,3000909,C29c,bus,bus
2944,38.878552,-76.812236,MT LUBENTIA WAY + BLY CT,3000909,C29v4,bus,bus
2945,38.878591,-77.019988,6TH ST SW + K ST SW,1000535,74,bus,bus
2946,38.878597,-77.119213,WILSON BLVD + N BUCHANAN ST,6000467,1A,bus,bus
2946,38.878597,-77.119213,WILSON BLVD + N BUCHANAN ST,6000467,1B,bus,bus
2946,38.878597,-77.119213,WILSON BLVD + N BUCHANAN ST,6000467,1E,bus,bus
2947,38.878605,-76.933678,H ST SE + 46TH PL SE,1000537,U8,bus,bus
2947,38.878605,-76.933678,H ST SE + 46TH PL SE,1000537,V1,bus,bus
2948,38.878608,-76.935389,H ST SE + 46TH ST SE,1000538,U8,bus,bus
2948,38.878608,-76.935389,H ST SE + 46TH ST SE,1000538,V1,bus,bus
2949,38.878653,-77.119624,WILSON BLVD + N BUCHANAN ST,6000468,1A,bus,bus
2949,38.878653,-77.119624,WILSON BLVD + N BUCHANAN ST,6000468,1B,bus,bus
2949,38.878653,-77.119624,WILSON BLVD + N BUCHANAN ST,6000468,1E,bus,bus
2950,38.878743,-77.140447,10TH RD N + PATRICK HENRY DR,6000469,1E,bus,bus
2951,38.87861,-76.937505,H ST SE + 44TH PL SE,1000539,U8,bus,bus
2951,38.87861,-76.937505,H ST SE + 44TH PL SE,1000539,V1,bus,bus
2952,38.878637,-77.27555,COUNTRY CREEK RD + FAIRFAX METRO LN,5004671,15M,bus,bus
2953,38.87865,-76.81254,MT LUBENTIA WAY + DWYER PL,3000910,C22,bus,bus
2953,38.87865,-76.81254,MT LUBENTIA WAY + DWYER PL,3000910,C22v1,bus,bus
2953,38.87865,-76.81254,MT LUBENTIA WAY + DWYER PL,3000910,C29v1,bus,bus
2953,38.87865,-76.81254,MT LUBENTIA WAY + DWYER PL,3000910,C29v2,bus,bus
2953,38.87865,-76.81254,MT LUBENTIA WAY + DWYER PL,3000910,C29v4,bus,bus
2954,38.878723,-76.937062,H ST SE + 44TH PL SE,1000540,V1,bus,bus
2955,38.878662,-77.112108,N GLEBE RD + 7TH ST N,6000470,25B,bus,bus
2955,38.878662,-77.112108,N GLEBE RD + 7TH ST N,6000470,25Bc,bus,bus
2955,38.878662,-77.112108,N GLEBE RD + 7TH ST N,6000470,25Bv1,bus,bus
2956,38.878768,-77.187882,S WASHINGTON ST + ROSEMARY LN,5001373,2A,bus,bus
2957,38.878712,-76.961123,MINNESOTA AVE SE + RANDLE CIR SE,1000541,S35,bus,bus
2957,38.878712,-76.961123,MINNESOTA AVE SE + RANDLE CIR SE,1000541,V1,bus,bus
2957,38.878712,-76.961123,MINNESOTA AVE SE + RANDLE CIR SE,1000541,V2,bus,bus
2957,38.878712,-76.961123,MINNESOTA AVE SE + RANDLE CIR SE,1000541,V4,bus,bus
2958,38.878679,-77.186472,LEE HWY + GOODWIN CT,5001374,2A,bus,bus
2959,38.878779,-77.184759,S WASHINGTON ST + MARSHALL ST,5001376,2A,bus,bus
2960,38.878924,-76.82803,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000911,C22,bus,bus
2960,38.878924,-76.82803,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000911,C22v1,bus,bus
2960,38.878924,-76.82803,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000911,C29c,bus,bus
2960,38.878924,-76.82803,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000911,C29v1,bus,bus
2960,38.878924,-76.82803,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000911,C29v2,bus,bus
2960,38.878924,-76.82803,HARRY S TRUMAN DR + MT LUBENTIA WAY,3000911,C29v4,bus,bus
2961,38.878892,-77.186278,S WASHINGTON ST + JACKSON ST,6000471,2A,bus,bus
2962,38.878909,-77.182682,S WASHINGTON ST + GREENWAY BLVD,5001377,2A,bus,bus
2963,38.878982,-77.165919,E BROAD ST + N CHERRY ST,6000472,28A,bus,bus
2963,38.878982,-77.165919,E BROAD ST + N CHERRY ST,6000472,28Av2,bus,bus
2964,38.878968,-76.93525,HANNA PL SE + 46TH ST SE,1000542,V1,bus,bus
2965,38.878903,-77.089027,WASHINGTON BLVD + 3RD ST N,6000473,16Y,bus,bus
2966,38.879328,-76.931805,BENNING RD SE + H ST SE,1000543,U8,bus,bus
2966,38.879328,-76.931805,BENNING RD SE + H ST SE,1000543,W4,bus,bus
2966,38.879328,-76.931805,BENNING RD SE + H ST SE,1000543,W4v1,bus,bus
2967,38.878979,-77.14087,10TH RD N + PATRICK HENRY DR,6000474,1E,bus,bus
2968,38.879,-77.184334,S WASHINGTON ST + MARSHALL ST,6000476,2A,bus,bus
2969,38.878983,-77.117661,WILSON BLVD + N ABINGDON ST,6000477,1A,bus,bus
2969,38.878983,-77.117661,WILSON BLVD + N ABINGDON ST,6000477,1B,bus,bus
2969,38.878983,-77.117661,WILSON BLVD + N ABINGDON ST,6000477,1E,bus,bus
2970,38.878979,-77.181494,S WASHINGTON ST + CAMERON RD,5001378,2A,bus,bus
2971,38.878878,-77.173316,E ANNANDALE RD + HILLWOOD AVE,6000478,3A,bus,bus
2971,38.878878,-77.173316,E ANNANDALE RD + HILLWOOD AVE,6000478,3Av1,bus,bus
2972,38.879041,-76.988528,POTOMAC AVE SE + 13TH ST SE,1000544,V1,bus,bus
2972,38.879041,-76.988528,POTOMAC AVE SE + 13TH ST SE,1000544,V4,bus,bus
2973,38.879038,-77.166287,E BROAD ST + S CHERRY ST,6000479,28A,bus,bus
2974,38.879083,-77.182918,S WASHINGTON ST + GREENWAY BLVD,6000480,2A,bus,bus
2975,38.879103,-77.083975,ARLINGTON BLVD + 2ND ST N,6000481,4A,bus,bus
2976,38.87907,-77.17311,E ANNANDALE RD + HILLWOOD AVE,6000482,3A,bus,bus
2976,38.87907,-77.17311,E ANNANDALE RD + HILLWOOD AVE,6000482,3Av1,bus,bus
2977,38.879098,-77.117837,WILSON BLVD + N ABINGDON ST,6000483,1A,bus,bus
2977,38.879098,-77.117837,WILSON BLVD + N ABINGDON ST,6000483,1B,bus,bus
2977,38.879098,-77.117837,WILSON BLVD + N ABINGDON ST,6000483,1E,bus,bus
2978,38.879149,-77.178787,LEE HWY + CAVALIER TRL,5001379,2A,bus,bus
2979,38.879199,-77.180859,S WASHINGTON ST + WESTMORELAND RD,6000484,2A,bus,bus
2980,38.879252,-77.145876,N MCKINLEY RD + 10TH RD N,6000485,1E,bus,bus
2981,38.879253,-76.938872,ALABAMA AVE SE + HILLTOP TER SE,1000548,V1,bus,bus
2982,38.879294,-77.178877,LEE HWY + S MAPLE AVE,5001380,2A,bus,bus
2983,38.879224,-77.021107,I ST SW + 7TH ST SW,1000549,74,bus,bus
2983,38.879224,-77.021107,I ST SW + 7TH ST SW,1000549,V1,bus,bus
2984,38.879346,-76.991247,I ST SE + 11TH ST SE,1000550,V1,bus,bus
2984,38.879346,-76.991247,I ST SE + 11TH ST SE,1000550,V4,bus,bus
2985,38.879349,-76.994258,I ST SE + 9TH ST SE,1000551,V1,bus,bus
2985,38.879349,-76.994258,I ST SE + 9TH ST SE,1000551,V4,bus,bus
2986,38.879219,-77.016416,I ST SW + WESLEY PL SW,1000552,P6,bus,bus
2986,38.879219,-77.016416,I ST SW + WESLEY PL SW,1000552,V1,bus,bus
2987,38.879343,-76.992505,I ST SE + 10TH ST SE,1003280,V1,bus,bus
2987,38.879343,-76.992505,I ST SE + 10TH ST SE,1003280,V4,bus,bus
2988,38.879379,-77.021478,I ST SW + 7TH ST SW,1000555,74,bus,bus
2988,38.879379,-77.021478,I ST SW + 7TH ST SW,1000555,V1,bus,bus
2989,38.879214,-77.019103,I ST SW + MAKEMIE PL SW,1000556,V1,bus,bus
2990,38.87937,-77.018765,I ST SW + MAKEMIE PL SW,1000557,V1,bus,bus
2991,38.879365,-77.016515,I ST SW + WESLEY PL SW,1000558,P6,bus,bus
2991,38.879365,-77.016515,I ST SW + WESLEY PL SW,1000558,V1,bus,bus
2992,38.879427,-77.145738,N MCKINLEY RD + 10TH RD N,6000486,1E,bus,bus
2993,38.879353,-76.820595,MT LUBENTIA WAY + DARIEN PL,3000912,C22,bus,bus
2993,38.879353,-76.820595,MT LUBENTIA WAY + DARIEN PL,3000912,C22v1,bus,bus
2993,38.879353,-76.820595,MT LUBENTIA WAY + DARIEN PL,3000912,C29c,bus,bus
2993,38.879353,-76.820595,MT LUBENTIA WAY + DARIEN PL,3000912,C29v4,bus,bus
2994,38.879384,-77.089174,WASHINGTON BLVD + N BRYAN ST,6000487,16Y,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,30N,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,30S,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,32,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,32v1,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,34,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,36,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,M6,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,V1,bus,bus
2995,38.879443,-76.983803,PENNSYLVANIA AVE SE + 15TH ST SE,1000559,V4,bus,bus
2996,38.879562,-77.143338,10TH RD N + N MADISON ST,6000488,1E,bus,bus
2997,38.879573,-76.918815,LARCHMONT AVE + #717,3000913,F14,bus,bus
2997,38.879573,-76.918815,LARCHMONT AVE + #717,3000913,F14v1,bus,bus
2997,38.879573,-76.918815,LARCHMONT AVE + #717,3000913,J12,bus,bus
2998,38.879612,-76.820756,MT LUBENTIA WAY + DARIEN PL,3000914,C22,bus,bus
2998,38.879612,-76.820756,MT LUBENTIA WAY + DARIEN PL,3000914,C22v1,bus,bus
2998,38.879612,-76.820756,MT LUBENTIA WAY + DARIEN PL,3000914,C29v1,bus,bus
2998,38.879612,-76.820756,MT LUBENTIA WAY + DARIEN PL,3000914,C29v2,bus,bus
2998,38.879612,-76.820756,MT LUBENTIA WAY + DARIEN PL,3000914,C29v4,bus,bus
2999,38.879481,-76.913105,BROOKE RD + QUIETVIEW DR,3003386,V14,bus,bus
3000,38.879531,-77.115437,WILSON BLVD + N WAKEFIELD ST,6000489,1A,bus,bus
3000,38.879531,-77.115437,WILSON BLVD + N WAKEFIELD ST,6000489,1B,bus,bus
3000,38.879531,-77.115437,WILSON BLVD + N WAKEFIELD ST,6000489,1E,bus,bus
3001,38.87963,-76.896344,ADDISON RD S + WILBURN DR,3000915,P12v1,bus,bus
3001,38.87963,-76.896344,ADDISON RD S + WILBURN DR,3000915,P12v2,bus,bus
3002,38.879584,-76.918938,LARCHMONT AVE + #717,3000916,F14,bus,bus
3002,38.879584,-76.918938,LARCHMONT AVE + #717,3000916,F14v1,bus,bus
3002,38.879584,-76.918938,LARCHMONT AVE + #717,3000916,J11,bus,bus
