,latitude,longitude,name,unique,detail,category,type
5710,38.952458,-77.073567,NEBRASKA AVE NW + FORT DR NW,1002553,W45,bus,bus
5711,38.952585,-77.073264,NEBRASKA AVE NW + FORT DR NW,1002554,D31,bus,bus
5711,38.952585,-77.073264,NEBRASKA AVE NW + FORT DR NW,1002554,D33,bus,bus
5711,38.952585,-77.073264,NEBRASKA AVE NW + FORT DR NW,1002554,D34,bus,bus
5711,38.952585,-77.073264,NEBRASKA AVE NW + FORT DR NW,1002554,M4v1,bus,bus
5711,38.952585,-77.073264,NEBRASKA AVE NW + FORT DR NW,1002554,W45,bus,bus
5712,38.952546,-77.009121,N CAPITOL ST NW + GALLATIN ST NW,1002555,60,bus,bus
5713,38.952559,-76.997245,GALLOWAY ST NE + SOUTH DAKOTA AVE NE,1002556,80,bus,bus
5713,38.952559,-76.997245,GALLOWAY ST NE + SOUTH DAKOTA AVE NE,1002556,80c,bus,bus
5713,38.952559,-76.997245,GALLOWAY ST NE + SOUTH DAKOTA AVE NE,1002556,E2,bus,bus
5713,38.952559,-76.997245,GALLOWAY ST NE + SOUTH DAKOTA AVE NE,1002556,F6,bus,bus
5714,38.952568,-76.878692,ANNAPOLIS RD + HARKINS RD,3001614,F13,bus,bus
5714,38.952568,-76.878692,ANNAPOLIS RD + HARKINS RD,3001614,F13v1,bus,bus
5714,38.952568,-76.878692,ANNAPOLIS RD + HARKINS RD,3001614,T18,bus,bus
5714,38.952568,-76.878692,ANNAPOLIS RD + HARKINS RD,3001614,T18v1,bus,bus
5715,38.95283,-76.952606,HAMILTON ST + HAMILTON PARK & POOL,3001615,86,bus,bus
5715,38.95283,-76.952606,HAMILTON ST + HAMILTON PARK & POOL,3001615,86v2,bus,bus
5716,38.952815,-77.036057,COLORADO AVE NW + 16TH ST NW,1002559,S1v1,bus,bus
5716,38.952815,-77.036057,COLORADO AVE NW + 16TH ST NW,1002559,S2cv3,bus,bus
5716,38.952815,-77.036057,COLORADO AVE NW + 16TH ST NW,1002559,W45,bus,bus
5717,38.95292,-76.95483,38TH AVE + HAMILTON ST,3001616,86,bus,bus
5717,38.95292,-76.95483,38TH AVE + HAMILTON ST,3001616,86v2,bus,bus
5718,38.952943,-76.978085,19TH AVE + ST THOMAS MORE MEDICAL CENTER,3001618,F1,bus,bus
5718,38.952943,-76.978085,19TH AVE + ST THOMAS MORE MEDICAL CENTER,3001618,F2,bus,bus
5719,38.952857,-76.954995,38TH AVE + HAMILTON ST,3001619,86,bus,bus
5720,38.953001,-76.952722,HAMILTON ST + PRINCE GEORGES APARTMENTS,3001620,86,bus,bus
5721,38.953322,-76.978171,19TH AVE + #5419,3001621,F1,bus,bus
5721,38.953322,-76.978171,19TH AVE + #5419,3001621,F2,bus,bus
5721,38.953322,-76.978171,19TH AVE + #5419,3001621,F2v1,bus,bus
5722,38.953265,-77.011629,NEW HAMPSHIRE AVE NW + HAMILTON ST NW,1002563,64,bus,bus
5722,38.953265,-77.011629,NEW HAMPSHIRE AVE NW + HAMILTON ST NW,1002563,64v1,bus,bus
5723,38.95308,-76.950685,39TH AVE + HAMILTON ST,3001622,86,bus,bus
5724,38.953313,-77.095423,WESTERN AVE NW + LEROY PL,2000004,N3,bus,bus
5724,38.953313,-77.095423,WESTERN AVE NW + LEROY PL,2000004,N3v1,bus,bus
5724,38.953313,-77.095423,WESTERN AVE NW + LEROY PL,2000004,N4,bus,bus
5724,38.953313,-77.095423,WESTERN AVE NW + LEROY PL,2000004,N4v1,bus,bus
5724,38.953313,-77.095423,WESTERN AVE NW + LEROY PL,2000004,N6,bus,bus
5725,38.953448,-76.856941,WHITFIELD CHAPEL RD + CRANDALL RD,3001623,F13,bus,bus
5725,38.953448,-76.856941,WHITFIELD CHAPEL RD + CRANDALL RD,3001623,F13v1,bus,bus
5726,38.953395,-76.950531,40TH AVE + 39TH AVE,3001624,86,bus,bus
5726,38.953395,-76.950531,40TH AVE + 39TH AVE,3001624,86v2,bus,bus
5727,38.953361,-76.955266,HAMILTON ST + 38TH AVE,3001625,F8,bus,bus
5728,38.953351,-76.857106,WHITFIELD CHAPEL RD + LANHAM STATION RD,3001626,F13,bus,bus
5728,38.953351,-76.857106,WHITFIELD CHAPEL RD + LANHAM STATION RD,3001626,F13v1,bus,bus
5728,38.953351,-76.857106,WHITFIELD CHAPEL RD + LANHAM STATION RD,3001626,F13v2,bus,bus
5729,38.953404,-76.835676,FORBES BLVD + WILLOWDALE RD,3001627,F13,bus,bus
5730,38.953559,-77.094871,WESTERN AVE + ELLICOTT ST NW,2000005,N3,bus,bus
5730,38.953559,-77.094871,WESTERN AVE + ELLICOTT ST NW,2000005,N4,bus,bus
5730,38.953559,-77.094871,WESTERN AVE + ELLICOTT ST NW,2000005,N6,bus,bus
5731,38.953475,-77.069056,CONNECTICUT AVE NW + ELLICOTT ST NW,1002565,L1,bus,bus
5731,38.953475,-77.069056,CONNECTICUT AVE NW + ELLICOTT ST NW,1002565,L2,bus,bus
5732,38.953465,-76.954739,38TH AVE + HAMILTON ST,3001629,F8,bus,bus
5733,38.953634,-77.072367,NEBRASKA AVE NW + RENO RD NW,1002566,D31,bus,bus
5733,38.953634,-77.072367,NEBRASKA AVE NW + RENO RD NW,1002566,D33,bus,bus
5733,38.953634,-77.072367,NEBRASKA AVE NW + RENO RD NW,1002566,D34,bus,bus
5733,38.953634,-77.072367,NEBRASKA AVE NW + RENO RD NW,1002566,M4v1,bus,bus
5733,38.953634,-77.072367,NEBRASKA AVE NW + RENO RD NW,1002566,W45,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,B24,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,B24v1,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,B27,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,F13,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,F13v1,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,F13v2,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,F4,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,F4c,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,G12,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,G14,bus,bus
5734,38.953631,-76.876469,ANNAPOLIS RD + CROSS ST,3001630,G14v2,bus,bus
5735,38.953748,-77.008958,N CAPITOL ST NE + HAMILTON ST NE,1002567,60,bus,bus
5736,38.953752,-76.879147,FINNS LN + ANNAPOLIS RD,3001631,F6,bus,bus
5736,38.953752,-76.879147,FINNS LN + ANNAPOLIS RD,3001631,F6cS1,bus,bus
5737,38.953617,-76.879264,FINNS LN + ANNAPOLIS RD,3001632,F6,bus,bus
5737,38.953617,-76.879264,FINNS LN + ANNAPOLIS RD,3001632,F6v1,bus,bus
5738,38.953755,-77.027577,GEORGIA AVE NW + INGRAHAM ST NW,1002568,70,bus,bus
5739,38.953721,-76.923412,KENILWORTH AVE + GREENWAY DR,3001633,R12,bus,bus
5739,38.953721,-76.923412,KENILWORTH AVE + GREENWAY DR,3001633,R12v1,bus,bus
5739,38.953721,-76.923412,KENILWORTH AVE + GREENWAY DR,3001633,T14,bus,bus
5739,38.953721,-76.923412,KENILWORTH AVE + GREENWAY DR,3001633,T14v1,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,B24,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,B27,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,F13,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,F13v1,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,F4,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,F4v1,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,G12,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,G12v1,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,G14,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,G14v1,bus,bus
5740,38.953809,-76.876767,ANNAPOLIS RD + CROSS ST,3001634,G14v2,bus,bus
5741,38.953851,-76.956377,HAMILTON ST + 37TH AVE,3001635,F8,bus,bus
5742,38.953862,-77.069031,CONNECTICUT AVE NW + EVERETT ST NW,1002569,D32,bus,bus
5742,38.953862,-77.069031,CONNECTICUT AVE NW + EVERETT ST NW,1002569,L1,bus,bus
5742,38.953862,-77.069031,CONNECTICUT AVE NW + EVERETT ST NW,1002569,L2,bus,bus
5742,38.953862,-77.069031,CONNECTICUT AVE NW + EVERETT ST NW,1002569,L2v1,bus,bus
5743,38.953896,-76.868797,85TH AVE + LENOX COURT APTS,3001636,T14,bus,bus
5744,38.953825,-77.011409,NEW HAMPSHIRE AVE NW + 1ST ST NW,1002570,64,bus,bus
5745,38.953797,-76.956636,HAMILTON ST + 37TH AVE,3001637,F8,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,52,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,52cv1,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,53,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,53c,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,53cv2,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,54,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,54c,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,S1v1,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,S2c3,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,S2c4,bus,bus
5746,38.953899,-77.033334,14TH ST NW + INGRAHAM ST NW,1002571,S2v2,bus,bus
5747,38.95402,-76.839177,BOSTON WAY + #4621,3001638,F13,bus,bus
5748,38.954004,-77.009152,N CAPITOL ST NE + INGRAHAM ST NW,1002572,60,bus,bus
5749,38.953928,-76.868949,85TH AVE + CARROLLTAN GARDENS APTS,3001639,T14,bus,bus
5749,38.953928,-76.868949,85TH AVE + CARROLLTAN GARDENS APTS,3001639,T14v1,bus,bus
5750,38.954132,-76.923591,KENILWORTH AVE + CARTERS LN,3001640,R12,bus,bus
5750,38.954132,-76.923591,KENILWORTH AVE + CARTERS LN,3001640,R12v1,bus,bus
5750,38.954132,-76.923591,KENILWORTH AVE + CARTERS LN,3001640,T14,bus,bus
5750,38.954132,-76.923591,KENILWORTH AVE + CARTERS LN,3001640,T14v1,bus,bus
5751,38.954136,-77.019725,5TH ST NW + INGRAHAM ST NW,1002573,62,bus,bus
5751,38.954136,-77.019725,5TH ST NW + INGRAHAM ST NW,1002573,63,bus,bus
5752,38.954253,-76.940263,BALTIMORE AVE + HAMILTON ST,3001641,83,bus,bus
5752,38.954253,-76.940263,BALTIMORE AVE + HAMILTON ST,3001641,F8,bus,bus
5753,38.95437,-76.978995,CHILLUM RD + LONGFORD DR,3001642,F1,bus,bus
5753,38.95437,-76.978995,CHILLUM RD + LONGFORD DR,3001642,F2,bus,bus
5753,38.95437,-76.978995,CHILLUM RD + LONGFORD DR,3001642,F2v1,bus,bus
5754,38.954217,-77.027872,GEORGIA AVE NW + INGRAHAM ST NW,1002574,70,bus,bus
5755,38.954161,-77.072125,NEBRASKA AVE NW + RENO RD NW,1002575,D31,bus,bus
5755,38.954161,-77.072125,NEBRASKA AVE NW + RENO RD NW,1002575,D32,bus,bus
5755,38.954161,-77.072125,NEBRASKA AVE NW + RENO RD NW,1002575,D33,bus,bus
5755,38.954161,-77.072125,NEBRASKA AVE NW + RENO RD NW,1002575,D34,bus,bus
5755,38.954161,-77.072125,NEBRASKA AVE NW + RENO RD NW,1002575,M4,bus,bus
5755,38.954161,-77.072125,NEBRASKA AVE NW + RENO RD NW,1002575,M4c,bus,bus
5755,38.954161,-77.072125,NEBRASKA AVE NW + RENO RD NW,1002575,W45,bus,bus
5756,38.954357,-76.958174,HAMILTON ST + 36TH AVE,3001643,F8,bus,bus
5757,38.954302,-77.03353,14TH ST NW + INGRAHAM ST NW,1002576,52,bus,bus
5757,38.954302,-77.03353,14TH ST NW + INGRAHAM ST NW,1002576,52v1,bus,bus
5757,38.954302,-77.03353,14TH ST NW + INGRAHAM ST NW,1002576,53,bus,bus
5757,38.954302,-77.03353,14TH ST NW + INGRAHAM ST NW,1002576,53v1,bus,bus
5757,38.954302,-77.03353,14TH ST NW + INGRAHAM ST NW,1002576,54,bus,bus
5757,38.954302,-77.03353,14TH ST NW + INGRAHAM ST NW,1002576,54v1,bus,bus
5758,38.954369,-76.979422,CHILLUM RD + LONGFORD DR,3001644,F1,bus,bus
5758,38.954369,-76.979422,CHILLUM RD + LONGFORD DR,3001644,F2,bus,bus
5759,38.954361,-76.958676,HAMILTON ST + 36TH AVE,3001645,F8,bus,bus
5760,38.954552,-77.082432,WISCONSIN AVE NW + FESSENDEN ST NW,1002577,30N,bus,bus
5760,38.954552,-77.082432,WISCONSIN AVE NW + FESSENDEN ST NW,1002577,30S,bus,bus
5760,38.954552,-77.082432,WISCONSIN AVE NW + FESSENDEN ST NW,1002577,31,bus,bus
5760,38.954552,-77.082432,WISCONSIN AVE NW + FESSENDEN ST NW,1002577,33,bus,bus
5760,38.954552,-77.082432,WISCONSIN AVE NW + FESSENDEN ST NW,1002577,37,bus,bus
5760,38.954552,-77.082432,WISCONSIN AVE NW + FESSENDEN ST NW,1002577,N2,bus,bus
5761,38.954454,-77.019869,5TH ST NW + INGRAHAM ST NW,1002578,62,bus,bus
5761,38.954454,-77.019869,5TH ST NW + INGRAHAM ST NW,1002578,62vS1,bus,bus
5761,38.954454,-77.019869,5TH ST NW + INGRAHAM ST NW,1002578,63,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,B24,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,B24v1,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,B27,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,F13,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,F13v1,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,F13v2,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,F4,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,F4c,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,G12,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,G14,bus,bus
5762,38.954533,-76.874797,ANNAPOLIS RD + #7990,3001646,G14v2,bus,bus
5763,38.95451,-76.95312,38TH AVE + 38TH AVE,3001647,F8,bus,bus
5764,38.954639,-77.071561,NEBRASKA AVE NW + FESSENDEN ST NW,1002579,D31,bus,bus
5764,38.954639,-77.071561,NEBRASKA AVE NW + FESSENDEN ST NW,1002579,D33,bus,bus
5764,38.954639,-77.071561,NEBRASKA AVE NW + FESSENDEN ST NW,1002579,D34,bus,bus
5764,38.954639,-77.071561,NEBRASKA AVE NW + FESSENDEN ST NW,1002579,M4v1,bus,bus
5764,38.954639,-77.071561,NEBRASKA AVE NW + FESSENDEN ST NW,1002579,W45,bus,bus
5765,38.95458,-77.09357,WESTERN AVE NW + FESSENDEN ST NW,2000006,N3,bus,bus
5765,38.95458,-77.09357,WESTERN AVE NW + FESSENDEN ST NW,2000006,N4,bus,bus
5765,38.95458,-77.09357,WESTERN AVE NW + FESSENDEN ST NW,2000006,N6,bus,bus
5766,38.954592,-76.857548,WHITFIELD CHAPEL RD + ROLLING VIEW DR,3001648,F13,bus,bus
5766,38.954592,-76.857548,WHITFIELD CHAPEL RD + ROLLING VIEW DR,3001648,F13v1,bus,bus
5767,38.954644,-76.949841,40TH AVE + JEFFERSON ST,3001649,86,bus,bus
5767,38.954644,-76.949841,40TH AVE + JEFFERSON ST,3001649,86v2,bus,bus
5768,38.954654,-76.952874,JEFFERSON ST + 38TH AVE,3001650,F8,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,B24,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,B27,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,F13,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,F13v1,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,F4,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,F4v1,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,G12,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,G12v1,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,G14,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,G14v1,bus,bus
5769,38.95467,-76.875137,ANNAPOLIS RD + #7990,3001651,G14v2,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,60,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,64,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,64v1,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,E4,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,E4c,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,K2,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,K6,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,K6v2,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,R1,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,R2,bus,bus
5770,38.9547,-77.004686,1ST PL NE + INGRAHAM ST NE,1002582,R2v2,bus,bus
5771,38.954749,-76.987684,SARGENT RD + EASTERN AVE NE,3001652,F6,bus,bus
5772,38.954743,-76.857779,WHITFIELD CHAPEL RD + ROLLING VIEW DR,3001653,F13,bus,bus
5772,38.954743,-76.857779,WHITFIELD CHAPEL RD + ROLLING VIEW DR,3001653,F13v1,bus,bus
5772,38.954743,-76.857779,WHITFIELD CHAPEL RD + ROLLING VIEW DR,3001653,F13v2,bus,bus
5773,38.954675,-76.950049,JEFFERSON ST + 40TH AVE,3001654,F8,bus,bus
5774,38.95478,-76.949738,JEFFERSON ST + 40TH AVE,3001655,F8,bus,bus
5775,38.954752,-76.98789,SARGENT RD + EASTERN AVE NE,3001656,F6,bus,bus
5775,38.954752,-76.98789,SARGENT RD + EASTERN AVE NE,3001656,F6v1,bus,bus
5776,38.954892,-77.010431,NEW HAMPSHIRE AVE NW + INGRAHAM ST NW,1002583,64,bus,bus
5776,38.954892,-77.010431,NEW HAMPSHIRE AVE NW + INGRAHAM ST NW,1002583,64v1,bus,bus
5777,38.954785,-76.947758,JEFFERSON ST + 41ST AVE,3001657,F8,bus,bus
5778,38.954932,-77.008753,RIGGS RD NE + N CAPITOL ST NE,1002584,64,bus,bus
5778,38.954932,-77.008753,RIGGS RD NE + N CAPITOL ST NE,1002584,E4,bus,bus
5778,38.954932,-77.008753,RIGGS RD NE + N CAPITOL ST NE,1002584,E4v1,bus,bus
5778,38.954932,-77.008753,RIGGS RD NE + N CAPITOL ST NE,1002584,K2,bus,bus
5778,38.954932,-77.008753,RIGGS RD NE + N CAPITOL ST NE,1002584,K6,bus,bus
5779,38.954858,-77.082833,WISCONSIN AVE NW + FESSENDEN ST NW,1002585,30N,bus,bus
5779,38.954858,-77.082833,WISCONSIN AVE NW + FESSENDEN ST NW,1002585,30S,bus,bus
5779,38.954858,-77.082833,WISCONSIN AVE NW + FESSENDEN ST NW,1002585,31,bus,bus
5779,38.954858,-77.082833,WISCONSIN AVE NW + FESSENDEN ST NW,1002585,33,bus,bus
5779,38.954858,-77.082833,WISCONSIN AVE NW + FESSENDEN ST NW,1002585,37,bus,bus
5779,38.954858,-77.082833,WISCONSIN AVE NW + FESSENDEN ST NW,1002585,N2,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,60,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,64,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,64v1,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,E4,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,E4c,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,K2,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,K6,bus,bus
5780,38.954876,-77.008307,RIGGS RD NE + N CAPITOL ST NE,1002586,K6v2,bus,bus
5781,38.95487,-77.093471,WESTERN AVE + FESSENDEN ST NW,2000007,N3,bus,bus
5781,38.95487,-77.093471,WESTERN AVE + FESSENDEN ST NW,2000007,N3v1,bus,bus
5781,38.95487,-77.093471,WESTERN AVE + FESSENDEN ST NW,2000007,N4,bus,bus
5781,38.95487,-77.093471,WESTERN AVE + FESSENDEN ST NW,2000007,N4v1,bus,bus
5781,38.95487,-77.093471,WESTERN AVE + FESSENDEN ST NW,2000007,N6,bus,bus
5782,38.954957,-76.945973,JEFFERSON ST + 42ND AVE,3001658,F8,bus,bus
5783,38.954882,-76.945651,JEFFERSON ST + 42ND AVE,3001659,F8,bus,bus
5784,38.954951,-77.009811,MISSOURI AVE NW + NEW HAMPSHIRE AVE NW,1002587,E4,bus,bus
5784,38.954951,-77.009811,MISSOURI AVE NW + NEW HAMPSHIRE AVE NW,1002587,E4c,bus,bus
5785,38.954943,-76.980513,CHILLUM RD + 18TH AVE,3001660,F1,bus,bus
5785,38.954943,-76.980513,CHILLUM RD + 18TH AVE,3001660,F2,bus,bus
5786,38.954822,-76.949967,40TH AVE + JEFFERSON ST,3001661,86,bus,bus
5787,38.955114,-76.96045,HAMILTON ST + 35TH AVE,3001662,F8,bus,bus
5788,38.955185,-76.980607,CHILLUM RD + 18TH AVE,3001663,F1,bus,bus
5788,38.955185,-76.980607,CHILLUM RD + 18TH AVE,3001663,F2,bus,bus
5788,38.955185,-76.980607,CHILLUM RD + 18TH AVE,3001663,F2v1,bus,bus
5789,38.955081,-76.943263,JEFFERSON ST + 43RD AVE,3001664,F8,bus,bus
5790,38.955095,-76.940385,BALTIMORE AVE + JEFFERSON ST,3001665,83,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,60,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,64,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,E4,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,E4v1,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,K2,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,K6,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,R1,bus,bus
5791,38.955121,-77.004534,1ST PL NE + RIGGS RD NE,1002588,R2,bus,bus
5792,38.955145,-77.009968,MISSOURI AVE NW + NEW HAMPSHIRE AVE NW,1002589,E4,bus,bus
5792,38.955145,-77.009968,MISSOURI AVE NW + NEW HAMPSHIRE AVE NW,1002589,E4v1,bus,bus
5793,38.955182,-76.943109,JEFFERSON ST + 43RD AVE,3001666,F8,bus,bus
5794,38.955197,-76.837454,BOSTON WAY + FORBES BLVD,3001667,F13,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,60,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,64,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,64v1,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,E4,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,E4c,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,K2,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,K6,bus,bus
5795,38.955174,-77.006992,RIGGS RD NE + ROCK CREEK CHURCH RD NE,1002590,K6v2,bus,bus
5796,38.955162,-76.961327,HAMILTON ST + QUEENS CHAPEL RD,3001668,F8,bus,bus
5797,38.955279,-77.007154,RIGGS RD NE + BLAIR RD NE,1002591,60,bus,bus
5797,38.955279,-77.007154,RIGGS RD NE + BLAIR RD NE,1002591,64,bus,bus
5797,38.955279,-77.007154,RIGGS RD NE + BLAIR RD NE,1002591,E4,bus,bus
5797,38.955279,-77.007154,RIGGS RD NE + BLAIR RD NE,1002591,E4v1,bus,bus
5797,38.955279,-77.007154,RIGGS RD NE + BLAIR RD NE,1002591,K2,bus,bus
5797,38.955279,-77.007154,RIGGS RD NE + BLAIR RD NE,1002591,K6,bus,bus
5798,38.955303,-76.940573,JEFFERSON ST + BALTIMORE AVE,3001669,F8,bus,bus
5799,38.955345,-76.941322,JEFFERSON ST + 44TH AVE,3001670,F8,bus,bus
5800,38.955428,-77.033559,14TH ST NW + JEFFERSON ST NW,1002592,52,bus,bus
5800,38.955428,-77.033559,14TH ST NW + JEFFERSON ST NW,1002592,52v1,bus,bus
5800,38.955428,-77.033559,14TH ST NW + JEFFERSON ST NW,1002592,53,bus,bus
5800,38.955428,-77.033559,14TH ST NW + JEFFERSON ST NW,1002592,53v1,bus,bus
5800,38.955428,-77.033559,14TH ST NW + JEFFERSON ST NW,1002592,54,bus,bus
5800,38.955428,-77.033559,14TH ST NW + JEFFERSON ST NW,1002592,54v1,bus,bus
5801,38.955414,-76.992143,CHILLUM PL NE + 11TH ST NE,1002593,E4,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,B24,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,B27,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,F13,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,F13v1,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,F4,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,F4v1,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,G12,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,G12v1,bus,bus
5802,38.955489,-76.873688,ANNAPOLIS RD + RIVERDALE RD,3001671,G14,bus,bus
